center_frame,left_frame,right_frame,steer,throttle,brake
center_00057.jpg,left_00057.jpg,right_00057.jpg,0.0,1.0,0.0
center_00058.jpg,left_00058.jpg,right_00058.jpg,0.0,1.0,0.0
center_00059.jpg,left_00059.jpg,right_00059.jpg,0.0,1.0,0.0
center_00060.jpg,left_00060.jpg,right_00060.jpg,0.0,1.0,0.0
center_00061.jpg,left_00061.jpg,right_00061.jpg,0.0,1.0,0.0
center_00062.jpg,left_00062.jpg,right_00062.jpg,0.0,1.0,0.0
center_00063.jpg,left_00063.jpg,right_00063.jpg,0.0,1.0,0.0
center_00064.jpg,left_00064.jpg,right_00064.jpg,0.0,1.0,0.0
center_00065.jpg,left_00065.jpg,right_00065.jpg,0.0,1.0,0.0
center_00066.jpg,left_00066.jpg,right_00066.jpg,0.0,1.0,0.0
center_00067.jpg,left_00067.jpg,right_00067.jpg,0.0,1.0,0.0
center_00068.jpg,left_00068.jpg,right_00068.jpg,0.0,1.0,0.0
center_00069.jpg,left_00069.jpg,right_00069.jpg,0.0,1.0,0.0
center_00070.jpg,left_00070.jpg,right_00070.jpg,0.0,1.0,0.0
center_00071.jpg,left_00071.jpg,right_00071.jpg,0.0,1.0,0.0
center_00072.jpg,left_00072.jpg,right_00072.jpg,0.0,1.0,0.0
center_00073.jpg,left_00073.jpg,right_00073.jpg,0.0,1.0,0.0
center_00074.jpg,left_00074.jpg,right_00074.jpg,0.0,1.0,0.0
center_00075.jpg,left_00075.jpg,right_00075.jpg,0.0,1.0,0.0
center_00076.jpg,left_00076.jpg,right_00076.jpg,0.0,1.0,0.0
center_00077.jpg,left_00077.jpg,right_00077.jpg,0.0,1.0,0.0
center_00078.jpg,left_00078.jpg,right_00078.jpg,0.0,1.0,0.0
center_00079.jpg,left_00079.jpg,right_00079.jpg,0.0,1.0,0.0
center_00080.jpg,left_00080.jpg,right_00080.jpg,0.0,1.0,0.0
center_00081.jpg,left_00081.jpg,right_00081.jpg,0.0,1.0,0.0
center_00082.jpg,left_00082.jpg,right_00082.jpg,0.0,1.0,0.0
center_00083.jpg,left_00083.jpg,right_00083.jpg,0.0,1.0,0.0
center_00084.jpg,left_00084.jpg,right_00084.jpg,0.0,1.0,0.0
center_00085.jpg,left_00085.jpg,right_00085.jpg,0.0,1.0,0.0
center_00086.jpg,left_00086.jpg,right_00086.jpg,0.0,1.0,0.0
center_00087.jpg,left_00087.jpg,right_00087.jpg,0.0,1.0,0.0
center_00088.jpg,left_00088.jpg,right_00088.jpg,0.0,1.0,0.0
center_00089.jpg,left_00089.jpg,right_00089.jpg,0.0,1.0,0.0
center_00090.jpg,left_00090.jpg,right_00090.jpg,0.0,1.0,0.0
center_00091.jpg,left_00091.jpg,right_00091.jpg,0.0,1.0,0.0
center_00092.jpg,left_00092.jpg,right_00092.jpg,0.0,1.0,0.0
center_00093.jpg,left_00093.jpg,right_00093.jpg,0.0,1.0,0.0
center_00094.jpg,left_00094.jpg,right_00094.jpg,0.0,1.0,0.0
center_00095.jpg,left_00095.jpg,right_00095.jpg,0.0,1.0,0.0
center_00096.jpg,left_00096.jpg,right_00096.jpg,0.0,1.0,0.0
center_00097.jpg,left_00097.jpg,right_00097.jpg,0.0,1.0,0.0
center_00098.jpg,left_00098.jpg,right_00098.jpg,0.0,1.0,0.0
center_00099.jpg,left_00099.jpg,right_00099.jpg,0.0,1.0,0.0
center_00100.jpg,left_00100.jpg,right_00100.jpg,0.0,1.0,0.0
center_00101.jpg,left_00101.jpg,right_00101.jpg,0.0,1.0,0.0
center_00102.jpg,left_00102.jpg,right_00102.jpg,0.0,1.0,0.0
center_00103.jpg,left_00103.jpg,right_00103.jpg,0.0,1.0,0.0
center_00104.jpg,left_00104.jpg,right_00104.jpg,0.0,1.0,0.0
center_00105.jpg,left_00105.jpg,right_00105.jpg,0.0,1.0,0.0
center_00106.jpg,left_00106.jpg,right_00106.jpg,0.0,1.0,0.0
center_00107.jpg,left_00107.jpg,right_00107.jpg,0.0,1.0,0.0
center_00108.jpg,left_00108.jpg,right_00108.jpg,0.0,1.0,0.0
center_00109.jpg,left_00109.jpg,right_00109.jpg,0.0,1.0,0.0
center_00110.jpg,left_00110.jpg,right_00110.jpg,0.0,1.0,0.0
center_00111.jpg,left_00111.jpg,right_00111.jpg,0.0,1.0,0.0
center_00112.jpg,left_00112.jpg,right_00112.jpg,0.0,1.0,0.0
center_00113.jpg,left_00113.jpg,right_00113.jpg,0.0,1.0,0.0
center_00114.jpg,left_00114.jpg,right_00114.jpg,0.0,1.0,0.0
center_00115.jpg,left_00115.jpg,right_00115.jpg,0.0,1.0,0.0
center_00116.jpg,left_00116.jpg,right_00116.jpg,0.0,1.0,0.0
center_00117.jpg,left_00117.jpg,right_00117.jpg,0.0,1.0,0.0
center_00118.jpg,left_00118.jpg,right_00118.jpg,0.0,1.0,0.0
center_00119.jpg,left_00119.jpg,right_00119.jpg,0.0,1.0,0.0
center_00120.jpg,left_00120.jpg,right_00120.jpg,0.0,1.0,0.0
center_00121.jpg,left_00121.jpg,right_00121.jpg,0.0,1.0,0.0
center_00122.jpg,left_00122.jpg,right_00122.jpg,0.0,1.0,0.0
center_00123.jpg,left_00123.jpg,right_00123.jpg,0.0,1.0,0.0
center_00124.jpg,left_00124.jpg,right_00124.jpg,0.0,1.0,0.0
center_00125.jpg,left_00125.jpg,right_00125.jpg,0.0,1.0,0.0
center_00126.jpg,left_00126.jpg,right_00126.jpg,0.0,1.0,0.0
center_00127.jpg,left_00127.jpg,right_00127.jpg,0.0,1.0,0.0
center_00128.jpg,left_00128.jpg,right_00128.jpg,0.0,1.0,0.0
center_00129.jpg,left_00129.jpg,right_00129.jpg,0.0,1.0,0.0
center_00130.jpg,left_00130.jpg,right_00130.jpg,0.0,1.0,0.0
center_00131.jpg,left_00131.jpg,right_00131.jpg,0.0,1.0,0.0
center_00132.jpg,left_00132.jpg,right_00132.jpg,0.0,1.0,0.0
center_00133.jpg,left_00133.jpg,right_00133.jpg,0.0,1.0,0.0
center_00134.jpg,left_00134.jpg,right_00134.jpg,0.0,1.0,0.0
center_00135.jpg,left_00135.jpg,right_00135.jpg,0.0,1.0,0.0
center_00136.jpg,left_00136.jpg,right_00136.jpg,0.0,1.0,0.0
center_00137.jpg,left_00137.jpg,right_00137.jpg,0.0,1.0,0.0
center_00138.jpg,left_00138.jpg,right_00138.jpg,0.0,1.0,0.0
center_00139.jpg,left_00139.jpg,right_00139.jpg,0.0,1.0,0.0
center_00140.jpg,left_00140.jpg,right_00140.jpg,0.0,1.0,0.0
center_00141.jpg,left_00141.jpg,right_00141.jpg,0.0,1.0,0.0
center_00142.jpg,left_00142.jpg,right_00142.jpg,0.0,1.0,0.0
center_00143.jpg,left_00143.jpg,right_00143.jpg,0.0,1.0,0.0
center_00144.jpg,left_00144.jpg,right_00144.jpg,0.0,1.0,0.0
center_00145.jpg,left_00145.jpg,right_00145.jpg,0.0,1.0,0.0
center_00146.jpg,left_00146.jpg,right_00146.jpg,0.0,1.0,0.0
center_00147.jpg,left_00147.jpg,right_00147.jpg,0.0,1.0,0.0
center_00148.jpg,left_00148.jpg,right_00148.jpg,0.0,1.0,0.0
center_00149.jpg,left_00149.jpg,right_00149.jpg,0.0,1.0,0.0
center_00150.jpg,left_00150.jpg,right_00150.jpg,0.0,1.0,0.0
center_00151.jpg,left_00151.jpg,right_00151.jpg,0.0,1.0,0.0
center_00152.jpg,left_00152.jpg,right_00152.jpg,0.0,1.0,0.0
center_00153.jpg,left_00153.jpg,right_00153.jpg,0.0,1.0,0.0
center_00154.jpg,left_00154.jpg,right_00154.jpg,0.0,1.0,0.0
center_00155.jpg,left_00155.jpg,right_00155.jpg,0.0,1.0,0.0
center_00156.jpg,left_00156.jpg,right_00156.jpg,0.0,1.0,0.0
center_00157.jpg,left_00157.jpg,right_00157.jpg,0.0,1.0,0.0
center_00158.jpg,left_00158.jpg,right_00158.jpg,0.0,1.0,0.0
center_00159.jpg,left_00159.jpg,right_00159.jpg,0.0,1.0,0.0
center_00160.jpg,left_00160.jpg,right_00160.jpg,0.0,1.0,0.0
center_00161.jpg,left_00161.jpg,right_00161.jpg,0.0,1.0,0.0
center_00162.jpg,left_00162.jpg,right_00162.jpg,0.0,1.0,0.0
center_00163.jpg,left_00163.jpg,right_00163.jpg,0.0,1.0,0.0
center_00164.jpg,left_00164.jpg,right_00164.jpg,0.0,1.0,0.0
center_00166.jpg,left_00166.jpg,right_00166.jpg,0.0,0.0,1.0
center_00167.jpg,left_00167.jpg,right_00167.jpg,0.0,0.0,1.0
center_00168.jpg,left_00168.jpg,right_00168.jpg,0.0,0.0,1.0
center_00169.jpg,left_00169.jpg,right_00169.jpg,0.0,0.0,1.0
center_00170.jpg,left_00170.jpg,right_00170.jpg,0.0,0.0,1.0
center_00171.jpg,left_00171.jpg,right_00171.jpg,0.0,0.0,1.0
center_00172.jpg,left_00172.jpg,right_00172.jpg,0.0,0.0,1.0
center_00179.jpg,left_00179.jpg,right_00179.jpg,0.0,1.0,0.0
center_00180.jpg,left_00180.jpg,right_00180.jpg,0.0,1.0,0.0
center_00181.jpg,left_00181.jpg,right_00181.jpg,0.0,1.0,0.0
center_00182.jpg,left_00182.jpg,right_00182.jpg,0.0,1.0,0.0
center_00183.jpg,left_00183.jpg,right_00183.jpg,0.0,1.0,0.0
center_00184.jpg,left_00184.jpg,right_00184.jpg,0.0,1.0,0.0
center_00185.jpg,left_00185.jpg,right_00185.jpg,0.0,1.0,0.0
center_00186.jpg,left_00186.jpg,right_00186.jpg,0.0,1.0,0.0
center_00187.jpg,left_00187.jpg,right_00187.jpg,0.0,1.0,0.0
center_00188.jpg,left_00188.jpg,right_00188.jpg,0.0,1.0,0.0
center_00189.jpg,left_00189.jpg,right_00189.jpg,0.0,1.0,0.0
center_00190.jpg,left_00190.jpg,right_00190.jpg,0.0,1.0,0.0
center_00191.jpg,left_00191.jpg,right_00191.jpg,0.0,1.0,0.0
center_00192.jpg,left_00192.jpg,right_00192.jpg,0.0,1.0,0.0
center_00193.jpg,left_00193.jpg,right_00193.jpg,0.0,1.0,0.0
center_00194.jpg,left_00194.jpg,right_00194.jpg,0.0,1.0,0.0
center_00195.jpg,left_00195.jpg,right_00195.jpg,0.0,1.0,0.0
center_00196.jpg,left_00196.jpg,right_00196.jpg,0.0,1.0,0.0
center_00197.jpg,left_00197.jpg,right_00197.jpg,0.0,1.0,0.0
center_00198.jpg,left_00198.jpg,right_00198.jpg,0.5283,1.0,0.0
center_00199.jpg,left_00199.jpg,right_00199.jpg,0.9119,1.0,0.0
center_00200.jpg,left_00200.jpg,right_00200.jpg,0.8593,1.0,0.0
center_00201.jpg,left_00201.jpg,right_00201.jpg,0.8986,1.0,0.0
center_00202.jpg,left_00202.jpg,right_00202.jpg,0.901,1.0,0.0
center_00203.jpg,left_00203.jpg,right_00203.jpg,0.9092,1.0,0.0
center_00204.jpg,left_00204.jpg,right_00204.jpg,0.9118,1.0,0.0
center_00205.jpg,left_00205.jpg,right_00205.jpg,0.908,1.0,0.0
center_00206.jpg,left_00206.jpg,right_00206.jpg,0.387,1.0,0.0
center_00207.jpg,left_00207.jpg,right_00207.jpg,-0.006,1.0,0.0
center_00208.jpg,left_00208.jpg,right_00208.jpg,-0.041,1.0,0.0
center_00209.jpg,left_00209.jpg,right_00209.jpg,-0.0423,1.0,0.0
center_00210.jpg,left_00210.jpg,right_00210.jpg,-0.0163,1.0,0.0
center_00211.jpg,left_00211.jpg,right_00211.jpg,-0.0065,1.0,0.0
center_00212.jpg,left_00212.jpg,right_00212.jpg,0.0016,1.0,0.0
center_00213.jpg,left_00213.jpg,right_00213.jpg,0.002,1.0,0.0
center_00214.jpg,left_00214.jpg,right_00214.jpg,0.0001,1.0,0.0
center_00215.jpg,left_00215.jpg,right_00215.jpg,-0.0002,1.0,0.0
center_00216.jpg,left_00216.jpg,right_00216.jpg,0.4233,1.0,0.0
center_00217.jpg,left_00217.jpg,right_00217.jpg,0.7508,1.0,0.0
center_00218.jpg,left_00218.jpg,right_00218.jpg,0.8664,1.0,0.0
center_00219.jpg,left_00219.jpg,right_00219.jpg,0.8806,1.0,0.0
center_00220.jpg,left_00220.jpg,right_00220.jpg,0.5374,1.0,0.0
center_00221.jpg,left_00221.jpg,right_00221.jpg,0.2036,1.0,0.0
center_00222.jpg,left_00222.jpg,right_00222.jpg,-0.0385,1.0,0.0
center_00223.jpg,left_00223.jpg,right_00223.jpg,0.2976,1.0,0.0
center_00224.jpg,left_00224.jpg,right_00224.jpg,0.6341,1.0,0.0
center_00225.jpg,left_00225.jpg,right_00225.jpg,0.2546,1.0,0.0
center_00226.jpg,left_00226.jpg,right_00226.jpg,-0.005,1.0,0.0
center_00227.jpg,left_00227.jpg,right_00227.jpg,-0.0049,1.0,0.0
center_00228.jpg,left_00228.jpg,right_00228.jpg,-0.0187,1.0,0.0
center_00229.jpg,left_00229.jpg,right_00229.jpg,-0.0202,1.0,0.0
center_00230.jpg,left_00230.jpg,right_00230.jpg,-0.008,1.0,0.0
center_00231.jpg,left_00231.jpg,right_00231.jpg,0.3841,1.0,0.0
center_00232.jpg,left_00232.jpg,right_00232.jpg,0.0407,1.0,0.0
center_00233.jpg,left_00233.jpg,right_00233.jpg,0.0025,1.0,0.0
center_00234.jpg,left_00234.jpg,right_00234.jpg,-0.0004,1.0,0.0
center_00235.jpg,left_00235.jpg,right_00235.jpg,0.347,1.0,0.0
center_00236.jpg,left_00236.jpg,right_00236.jpg,0.6844,1.0,0.0
center_00237.jpg,left_00237.jpg,right_00237.jpg,0.8892,1.0,0.0
center_00238.jpg,left_00238.jpg,right_00238.jpg,0.8653,1.0,0.0
center_00239.jpg,left_00239.jpg,right_00239.jpg,0.4678,1.0,0.0
center_00240.jpg,left_00240.jpg,right_00240.jpg,0.077,1.0,0.0
center_00241.jpg,left_00241.jpg,right_00241.jpg,0.4122,1.0,0.0
center_00242.jpg,left_00242.jpg,right_00242.jpg,0.7528,1.0,0.0
center_00243.jpg,left_00243.jpg,right_00243.jpg,0.8952,1.0,0.0
center_00244.jpg,left_00244.jpg,right_00244.jpg,0.5573,1.0,0.0
center_00245.jpg,left_00245.jpg,right_00245.jpg,0.1595,1.0,0.0
center_00246.jpg,left_00246.jpg,right_00246.jpg,-0.0237,1.0,0.0
center_00247.jpg,left_00247.jpg,right_00247.jpg,-0.0371,1.0,0.0
center_00248.jpg,left_00248.jpg,right_00248.jpg,0.4822,1.0,0.0
center_00249.jpg,left_00249.jpg,right_00249.jpg,0.8944,1.0,0.0
center_00250.jpg,left_00250.jpg,right_00250.jpg,0.4168,1.0,0.0
center_00251.jpg,left_00251.jpg,right_00251.jpg,0.028,1.0,0.0
center_00252.jpg,left_00252.jpg,right_00252.jpg,-0.0194,1.0,0.0
center_00253.jpg,left_00253.jpg,right_00253.jpg,-0.0325,1.0,0.0
center_00254.jpg,left_00254.jpg,right_00254.jpg,-0.0205,1.0,0.0
center_00255.jpg,left_00255.jpg,right_00255.jpg,-0.006,1.0,0.0
center_00256.jpg,left_00256.jpg,right_00256.jpg,-0.5009,1.0,0.0
center_00257.jpg,left_00257.jpg,right_00257.jpg,-0.9014,1.0,0.0
center_00258.jpg,left_00258.jpg,right_00258.jpg,-0.8555,1.0,0.0
center_00259.jpg,left_00259.jpg,right_00259.jpg,-0.4549,1.0,0.0
center_00260.jpg,left_00260.jpg,right_00260.jpg,0.0186,1.0,0.0
center_00261.jpg,left_00261.jpg,right_00261.jpg,0.0265,1.0,0.0
center_00262.jpg,left_00262.jpg,right_00262.jpg,0.033,1.0,0.0
center_00263.jpg,left_00263.jpg,right_00263.jpg,0.4467,1.0,0.0
center_00264.jpg,left_00264.jpg,right_00264.jpg,0.9341,1.0,0.0
center_00265.jpg,left_00265.jpg,right_00265.jpg,0.5388,1.0,0.0
center_00266.jpg,left_00266.jpg,right_00266.jpg,0.044,1.0,0.0
center_00267.jpg,left_00267.jpg,right_00267.jpg,0.4407,1.0,0.0
center_00268.jpg,left_00268.jpg,right_00268.jpg,-0.0314,1.0,0.0
center_00269.jpg,left_00269.jpg,right_00269.jpg,-0.0272,1.0,0.0
center_00270.jpg,left_00270.jpg,right_00270.jpg,-0.0125,1.0,0.0
center_00271.jpg,left_00271.jpg,right_00271.jpg,-0.013,1.0,0.0
center_00272.jpg,left_00272.jpg,right_00272.jpg,-0.512,1.0,0.0
center_00273.jpg,left_00273.jpg,right_00273.jpg,-0.9154,1.0,0.0
center_00274.jpg,left_00274.jpg,right_00274.jpg,-0.4327,1.0,0.0
center_00275.jpg,left_00275.jpg,right_00275.jpg,-0.0378,1.0,0.0
center_00276.jpg,left_00276.jpg,right_00276.jpg,0.0191,1.0,0.0
center_00277.jpg,left_00277.jpg,right_00277.jpg,0.0314,1.0,0.0
center_00278.jpg,left_00278.jpg,right_00278.jpg,0.0238,1.0,0.0
center_00279.jpg,left_00279.jpg,right_00279.jpg,0.0084,1.0,0.0
center_00280.jpg,left_00280.jpg,right_00280.jpg,-0.0031,1.0,0.0
center_00281.jpg,left_00281.jpg,right_00281.jpg,0.394,1.0,0.0
center_00282.jpg,left_00282.jpg,right_00282.jpg,-0.0018,1.0,0.0
center_00283.jpg,left_00283.jpg,right_00283.jpg,0.0,1.0,0.0
center_00284.jpg,left_00284.jpg,right_00284.jpg,-0.0018,1.0,0.0
center_00285.jpg,left_00285.jpg,right_00285.jpg,-0.0132,1.0,0.0
center_00286.jpg,left_00286.jpg,right_00286.jpg,-0.0075,1.0,0.0
center_00287.jpg,left_00287.jpg,right_00287.jpg,-0.0012,1.0,0.0
center_00288.jpg,left_00288.jpg,right_00288.jpg,0.0007,1.0,0.0
center_00289.jpg,left_00289.jpg,right_00289.jpg,0.0008,1.0,0.0
center_00290.jpg,left_00290.jpg,right_00290.jpg,0.3965,1.0,0.0
center_00291.jpg,left_00291.jpg,right_00291.jpg,-0.0001,1.0,0.0
center_00292.jpg,left_00292.jpg,right_00292.jpg,-0.0002,1.0,0.0
center_00293.jpg,left_00293.jpg,right_00293.jpg,-0.0025,1.0,0.0
center_00294.jpg,left_00294.jpg,right_00294.jpg,-0.0138,1.0,0.0
center_00295.jpg,left_00295.jpg,right_00295.jpg,-0.0076,1.0,0.0
center_00296.jpg,left_00296.jpg,right_00296.jpg,-0.0012,1.0,0.0
center_00297.jpg,left_00297.jpg,right_00297.jpg,0.0008,1.0,0.0
center_00298.jpg,left_00298.jpg,right_00298.jpg,0.0009,1.0,0.0
center_00299.jpg,left_00299.jpg,right_00299.jpg,0.0005,1.0,0.0
center_00300.jpg,left_00300.jpg,right_00300.jpg,-0.0001,1.0,0.0
center_00301.jpg,left_00301.jpg,right_00301.jpg,-0.0002,1.0,0.0
center_00302.jpg,left_00302.jpg,right_00302.jpg,-0.0001,1.0,0.0
center_00303.jpg,left_00303.jpg,right_00303.jpg,0.0,1.0,0.0
center_00304.jpg,left_00304.jpg,right_00304.jpg,0.0,1.0,0.0
center_00305.jpg,left_00305.jpg,right_00305.jpg,0.0,1.0,0.0
center_00306.jpg,left_00306.jpg,right_00306.jpg,0.0,1.0,0.0
center_00307.jpg,left_00307.jpg,right_00307.jpg,0.0,1.0,0.0
center_00308.jpg,left_00308.jpg,right_00308.jpg,0.0,1.0,0.0
center_00309.jpg,left_00309.jpg,right_00309.jpg,0.0,1.0,0.0
center_00310.jpg,left_00310.jpg,right_00310.jpg,0.0,1.0,0.0
center_00311.jpg,left_00311.jpg,right_00311.jpg,0.0,1.0,0.0
center_00312.jpg,left_00312.jpg,right_00312.jpg,0.0,1.0,0.0
center_00313.jpg,left_00313.jpg,right_00313.jpg,0.0,1.0,0.0
center_00314.jpg,left_00314.jpg,right_00314.jpg,0.0,1.0,0.0
center_00315.jpg,left_00315.jpg,right_00315.jpg,0.0,1.0,0.0
center_00316.jpg,left_00316.jpg,right_00316.jpg,0.0,1.0,0.0
center_00317.jpg,left_00317.jpg,right_00317.jpg,0.0,1.0,0.0
center_00318.jpg,left_00318.jpg,right_00318.jpg,0.0,1.0,0.0
center_00319.jpg,left_00319.jpg,right_00319.jpg,0.0,1.0,0.0
center_00320.jpg,left_00320.jpg,right_00320.jpg,0.0,1.0,0.0
center_00321.jpg,left_00321.jpg,right_00321.jpg,0.0,1.0,0.0
center_00322.jpg,left_00322.jpg,right_00322.jpg,0.0,1.0,0.0
center_00323.jpg,left_00323.jpg,right_00323.jpg,0.0,1.0,0.0
center_00324.jpg,left_00324.jpg,right_00324.jpg,0.0,1.0,0.0
center_00325.jpg,left_00325.jpg,right_00325.jpg,0.0,1.0,0.0
center_00326.jpg,left_00326.jpg,right_00326.jpg,0.0,1.0,0.0
center_00327.jpg,left_00327.jpg,right_00327.jpg,0.0,1.0,0.0
center_00328.jpg,left_00328.jpg,right_00328.jpg,0.0,1.0,0.0
center_00329.jpg,left_00329.jpg,right_00329.jpg,0.0,1.0,0.0
center_00330.jpg,left_00330.jpg,right_00330.jpg,0.0,1.0,0.0
center_00331.jpg,left_00331.jpg,right_00331.jpg,0.0,1.0,0.0
center_00332.jpg,left_00332.jpg,right_00332.jpg,0.0,1.0,0.0
center_00333.jpg,left_00333.jpg,right_00333.jpg,0.0,1.0,0.0
center_00334.jpg,left_00334.jpg,right_00334.jpg,0.0,1.0,0.0
center_00335.jpg,left_00335.jpg,right_00335.jpg,0.0,1.0,0.0
center_00336.jpg,left_00336.jpg,right_00336.jpg,0.0,1.0,0.0
center_00337.jpg,left_00337.jpg,right_00337.jpg,0.0,1.0,0.0
center_00338.jpg,left_00338.jpg,right_00338.jpg,0.0,1.0,0.0
center_00339.jpg,left_00339.jpg,right_00339.jpg,0.0,1.0,0.0
center_00340.jpg,left_00340.jpg,right_00340.jpg,0.0,1.0,0.0
center_00341.jpg,left_00341.jpg,right_00341.jpg,0.0,1.0,0.0
center_00342.jpg,left_00342.jpg,right_00342.jpg,0.0,1.0,0.0
center_00343.jpg,left_00343.jpg,right_00343.jpg,0.0,1.0,0.0
center_00344.jpg,left_00344.jpg,right_00344.jpg,0.0,1.0,0.0
center_00345.jpg,left_00345.jpg,right_00345.jpg,0.0,1.0,0.0
center_00346.jpg,left_00346.jpg,right_00346.jpg,0.0,1.0,0.0
center_00347.jpg,left_00347.jpg,right_00347.jpg,0.0,1.0,0.0
center_00348.jpg,left_00348.jpg,right_00348.jpg,0.0,1.0,0.0
center_00349.jpg,left_00349.jpg,right_00349.jpg,0.0,1.0,0.0
center_00350.jpg,left_00350.jpg,right_00350.jpg,0.0,1.0,0.0
center_00351.jpg,left_00351.jpg,right_00351.jpg,0.0,1.0,0.0
center_00352.jpg,left_00352.jpg,right_00352.jpg,0.0,1.0,0.0
center_00353.jpg,left_00353.jpg,right_00353.jpg,0.0,1.0,0.0
center_00354.jpg,left_00354.jpg,right_00354.jpg,0.0,1.0,0.0
center_00355.jpg,left_00355.jpg,right_00355.jpg,0.0,1.0,0.0
center_00356.jpg,left_00356.jpg,right_00356.jpg,0.0,1.0,0.0
center_00357.jpg,left_00357.jpg,right_00357.jpg,0.0,1.0,0.0
center_00358.jpg,left_00358.jpg,right_00358.jpg,0.0,1.0,0.0
center_00359.jpg,left_00359.jpg,right_00359.jpg,0.0,1.0,0.0
center_00360.jpg,left_00360.jpg,right_00360.jpg,0.0,1.0,0.0
center_00361.jpg,left_00361.jpg,right_00361.jpg,0.0,1.0,0.0
center_00362.jpg,left_00362.jpg,right_00362.jpg,0.0,1.0,0.0
center_00363.jpg,left_00363.jpg,right_00363.jpg,0.0,1.0,0.0
center_00364.jpg,left_00364.jpg,right_00364.jpg,0.0,1.0,0.0
center_00365.jpg,left_00365.jpg,right_00365.jpg,0.0,1.0,0.0
center_00366.jpg,left_00366.jpg,right_00366.jpg,0.0,1.0,0.0
center_00367.jpg,left_00367.jpg,right_00367.jpg,0.0,1.0,0.0
center_00368.jpg,left_00368.jpg,right_00368.jpg,0.0,1.0,0.0
center_00369.jpg,left_00369.jpg,right_00369.jpg,0.0,1.0,0.0
center_00370.jpg,left_00370.jpg,right_00370.jpg,0.0,1.0,0.0
center_00371.jpg,left_00371.jpg,right_00371.jpg,0.0,1.0,0.0
center_00372.jpg,left_00372.jpg,right_00372.jpg,0.0,1.0,0.0
center_00373.jpg,left_00373.jpg,right_00373.jpg,0.0,1.0,0.0
center_00374.jpg,left_00374.jpg,right_00374.jpg,0.0,1.0,0.0
center_00375.jpg,left_00375.jpg,right_00375.jpg,0.0,1.0,0.0
center_00376.jpg,left_00376.jpg,right_00376.jpg,0.0,1.0,0.0
center_00377.jpg,left_00377.jpg,right_00377.jpg,0.0,1.0,0.0
center_00378.jpg,left_00378.jpg,right_00378.jpg,0.0,1.0,0.0
center_00379.jpg,left_00379.jpg,right_00379.jpg,0.0,1.0,0.0
center_00380.jpg,left_00380.jpg,right_00380.jpg,0.0,1.0,0.0
center_00381.jpg,left_00381.jpg,right_00381.jpg,0.0,1.0,0.0
center_00382.jpg,left_00382.jpg,right_00382.jpg,0.0,1.0,0.0
center_00383.jpg,left_00383.jpg,right_00383.jpg,0.0,1.0,0.0
center_00384.jpg,left_00384.jpg,right_00384.jpg,-0.5053,1.0,0.0
center_00385.jpg,left_00385.jpg,right_00385.jpg,-0.9122,1.0,0.0
center_00386.jpg,left_00386.jpg,right_00386.jpg,-0.4356,1.0,0.0
